Epoch,Index,Answer,Output,Error,Fact
93,23,0,[0.32011559],[-0.32011559],Bad Fact
93,24,1,[0.30680699],[0.69319301],Bad Fact
93,25,0,[0.42501893],[-0.42501893],Bad Fact
93,26,1,[0.82002677],[0.17997323],Good Fact
94,1,0,[0.38980472],[-0.38980472],Bad Fact
94,2,0,[0.1823224],[-0.1823224],Good Fact
94,3,1,[0.62610945],[0.37389055],Bad Fact
94,4,0,[0.4021566],[-0.4021566],Bad Fact
94,5,1,[0.59582767],[0.40417233],Bad Fact
94,6,1,[0.70932336],[0.29067664],Bad Fact
94,7,0,[0.39272442],[-0.39272442],Bad Fact
94,8,0,[0.31552984],[-0.31552984],Bad Fact
94,9,0,[0.34097104],[-0.34097104],Bad Fact
94,10,1,[0.70318855],[0.29681145],Bad Fact
94,11,1,[0.25750598],[0.74249402],Bad Fact
94,12,0,[0.31659749],[-0.31659749],Bad Fact
94,13,1,[0.61580615],[0.38419385],Bad Fact
94,14,0,[0.3896039],[-0.3896039],Bad Fact
94,15,0,[0.40787009],[-0.40787009],Bad Fact
94,16,1,[0.66817304],[0.33182696],Bad Fact
94,17,0,[0.76786482],[-0.76786482],Bad Fact
94,18,1,[0.74065909],[0.25934091],Bad Fact
94,19,1,[0.71673033],[0.28326967],Bad Fact
94,20,1,[0.19364003],[0.80635997],Bad Fact
94,21,1,[0.72928809],[0.27071191],Bad Fact
94,22,0,[0.8447402],[-0.8447402],Bad Fact
94,23,0,[0.31755495],[-0.31755495],Bad Fact
94,24,1,[0.30703148],[0.69296852],Bad Fact
94,25,0,[0.42201891],[-0.42201891],Bad Fact
94,26,1,[0.82036519],[0.17963481],Good Fact
95,1,0,[0.38729383],[-0.38729383],Bad Fact
95,2,0,[0.18309795],[-0.18309795],Good Fact
95,3,1,[0.62916981],[0.37083019],Bad Fact
95,4,0,[0.40045382],[-0.40045382],Bad Fact
95,5,1,[0.59520547],[0.40479453],Bad Fact
95,6,1,[0.71307492],[0.28692508],Bad Fact
95,7,0,[0.38926106],[-0.38926106],Bad Fact
95,8,0,[0.31269833],[-0.31269833],Bad Fact
95,9,0,[0.33915673],[-0.33915673],Bad Fact
95,10,1,[0.7070246],[0.2929754],Bad Fact
95,11,1,[0.25721443],[0.74278557],Bad Fact
95,12,0,[0.31256401],[-0.31256401],Bad Fact
95,13,1,[0.61833216],[0.38166784],Bad Fact
95,14,0,[0.3874779],[-0.3874779],Bad Fact
95,15,0,[0.4062636],[-0.4062636],Bad Fact
95,16,1,[0.67063853],[0.32936147],Bad Fact
95,17,0,[0.76774063],[-0.76774063],Bad Fact
95,18,1,[0.74424672],[0.25575328],Bad Fact
95,19,1,[0.71889275],[0.28110725],Bad Fact
95,20,1,[0.19251073],[0.80748927],Bad Fact
95,21,1,[0.73188833],[0.26811167],Bad Fact
95,22,0,[0.84656132],[-0.84656132],Bad Fact
95,23,0,[0.31500676],[-0.31500676],Bad Fact
95,24,1,[0.30729348],[0.69270652],Bad Fact
95,25,0,[0.41902622],[-0.41902622],Bad Fact
95,26,1,[0.82054745],[0.17945255],Good Fact
96,1,0,[0.384785],[-0.384785],Bad Fact
96,2,0,[0.18400475],[-0.18400475],Good Fact
96,3,1,[0.63215328],[0.36784672],Bad Fact
96,4,0,[0.39875538],[-0.39875538],Bad Fact
96,5,1,[0.59451179],[0.40548821],Bad Fact
96,6,1,[0.71678599],[0.28321401],Bad Fact
96,7,0,[0.38577035],[-0.38577035],Bad Fact
96,8,0,[0.30986409],[-0.30986409],Bad Fact
96,9,0,[0.33735622],[-0.33735622],Bad Fact
96,10,1,[0.7108495],[0.2891505],Bad Fact
96,11,1,[0.25695695],[0.74304305],Bad Fact
96,12,0,[0.30858292],[-0.30858292],Bad Fact
96,13,1,[0.62085161],[0.37914839],Bad Fact
96,14,0,[0.3852964],[-0.3852964],Bad Fact
96,15,0,[0.40461182],[-0.40461182],Bad Fact
96,16,1,[0.67303947],[0.32696053],Bad Fact
96,17,0,[0.76748228],[-0.76748228],Bad Fact
96,18,1,[0.74777926],[0.25222074],Bad Fact
96,19,1,[0.72095389],[0.27904611],Bad Fact
96,20,1,[0.19145634],[0.80854366],Bad Fact
96,21,1,[0.73449605],[0.26550395],Bad Fact
96,22,0,[0.84829116],[-0.84829116],Bad Fact
96,23,0,[0.31247414],[-0.31247414],Bad Fact
96,24,1,[0.30759508],[0.69240492],Bad Fact
96,25,0,[0.41604272],[-0.41604272],Bad Fact
96,26,1,[0.82056164],[0.17943836],Good Fact
97,1,0,[0.38228096],[-0.38228096],Bad Fact
97,2,0,[0.1850477],[-0.1850477],Good Fact
97,3,1,[0.63505442],[0.36494558],Bad Fact
97,4,0,[0.39706315],[-0.39706315],Bad Fact
97,5,1,[0.59374617],[0.40625383],Bad Fact
97,6,1,[0.72044874],[0.27955126],Bad Fact
97,7,0,[0.38225818],[-0.38225818],Bad Fact
97,8,0,[0.30703367],[-0.30703367],Bad Fact
97,9,0,[0.33557245],[-0.33557245],Bad Fact
97,10,1,[0.71465799],[0.28534201],Bad Fact
97,11,1,[0.25673843],[0.74326157],Bad Fact
97,12,0,[0.30466242],[-0.30466242],Bad Fact
97,13,1,[0.62336193],[0.37663807],Bad Fact
97,14,0,[0.38306233],[-0.38306233],Bad Fact
97,15,0,[0.40291528],[-0.40291528],Bad Fact
97,16,1,[0.67537343],[0.32462657],Bad Fact
97,17,0,[0.76708584],[-0.76708584],Bad Fact
97,18,1,[0.75124915],[0.24875085],Bad Fact
97,19,1,[0.72290911],[0.27709089],Bad Fact
97,20,1,[0.19047829],[0.80952171],Bad Fact
97,21,1,[0.73710646],[0.26289354],Bad Fact
97,22,0,[0.84992461],[-0.84992461],Bad Fact
97,23,0,[0.30995973],[-0.30995973],Bad Fact
97,24,1,[0.307938],[0.692062],Bad Fact
97,25,0,[0.41307013],[-0.41307013],Bad Fact
97,26,1,[0.82039612],[0.17960388],Good Fact
98,1,0,[0.37978425],[-0.37978425],Bad Fact
98,2,0,[0.18623116],[-0.18623116],Good Fact
98,3,1,[0.63786826],[0.36213174],Bad Fact
98,4,0,[0.39537884],[-0.39537884],Bad Fact
98,5,1,[0.5929085],[0.4070915],Bad Fact
98,6,1,[0.72405568],[0.27594432],Bad Fact
98,7,0,[0.37873038],[-0.37873038],Bad Fact
98,8,0,[0.30421326],[-0.30421326],Bad Fact
98,9,0,[0.33380792],[-0.33380792],Bad Fact
98,10,1,[0.71844508],[0.28155492],Bad Fact
98,11,1,[0.25656345],[0.74343655],Bad Fact
98,12,0,[0.30081002],[-0.30081002],Bad Fact
98,13,1,[0.62586071],[0.37413929],Bad Fact
98,14,0,[0.38077874],[-0.38077874],Bad Fact
98,15,0,[0.40117451],[-0.40117451],Bad Fact
98,16,1,[0.6776385],[0.3223615],Bad Fact
98,17,0,[0.76654792],[-0.76654792],Bad Fact
98,18,1,[0.7546494],[0.2453506],Bad Fact
98,19,1,[0.72475437],[0.27524563],Bad Fact
98,20,1,[0.18957754],[0.81042246],Bad Fact
98,21,1,[0.73971504],[0.26028496],Bad Fact
98,22,0,[0.85145696],[-0.85145696],Bad Fact
98,23,0,[0.30746569],[-0.30746569],Bad Fact
98,24,1,[0.30832368],[0.69167632],Bad Fact
98,25,0,[0.41011002],[-0.41011002],Bad Fact
98,26,1,[0.82003946],[0.17996054],Good Fact
99,1,0,[0.37729723],[-0.37729723],Bad Fact
99,2,0,[0.18755895],[-0.18755895],Good Fact
99,3,1,[0.64059032],[0.35940968],Bad Fact
99,4,0,[0.39370392],[-0.39370392],Bad Fact
99,5,1,[0.591999],[0.408001],Bad Fact
99,6,1,[0.72759968],[0.27240032],Bad Fact
99,7,0,[0.37519261],[-0.37519261],Bad Fact
99,8,0,[0.3014087],[-0.3014087],Bad Fact
99,9,0,[0.33206461],[-0.33206461],Bad Fact
99,10,1,[0.72220605],[0.27779395],Bad Fact
99,11,1,[0.25643625],[0.74356375],Bad Fact
99,12,0,[0.29703254],[-0.29703254],Bad Fact
99,13,1,[0.62834574],[0.37165426],Bad Fact
99,14,0,[0.37844876],[-0.37844876],Bad Fact
99,15,0,[0.39939],[-0.39939],Bad Fact
99,16,1,[0.67983327],[0.32016673],Bad Fact
99,17,0,[0.76586574],[-0.76586574],Bad Fact
99,18,1,[0.75797361],[0.24202639],Bad Fact
99,19,1,[0.72648621],[0.27351379],Bad Fact
99,20,1,[0.18875459],[0.81124541],Bad Fact
99,21,1,[0.7423175],[0.2576825],Bad Fact
99,22,0,[0.85288394],[-0.85288394],Bad Fact
99,23,0,[0.30499368],[-0.30499368],Bad Fact
99,24,1,[0.30875321],[0.69124679],Bad Fact
99,25,0,[0.40716375],[-0.40716375],Bad Fact
99,26,1,[0.81948048],[0.18051952],Good Fact
100,1,0,[0.37482211],[-0.37482211],Bad Fact
100,2,0,[0.18903431],[-0.18903431],Good Fact
100,3,1,[0.64321662],[0.35678338],Bad Fact
100,4,0,[0.39203965],[-0.39203965],Bad Fact
100,5,1,[0.59101824],[0.40898176],Bad Fact
100,6,1,[0.73107402],[0.26892598],Bad Fact
100,7,0,[0.37165038],[-0.37165038],Bad Fact
100,8,0,[0.29862545],[-0.29862545],Bad Fact
100,9,0,[0.33034407],[-0.33034407],Bad Fact
100,10,1,[0.72593644],[0.27406356],Bad Fact
100,11,1,[0.25636072],[0.74363928],Bad Fact
100,12,0,[0.29333608],[-0.29333608],Bad Fact
100,13,1,[0.63081495],[0.36918505],Bad Fact
100,14,0,[0.37607555],[-0.37607555],Bad Fact
100,15,0,[0.39756222],[-0.39756222],Bad Fact
100,16,1,[0.68195689],[0.31804311],Bad Fact
100,17,0,[0.76503706],[-0.76503706],Bad Fact
100,18,1,[0.76121594],[0.23878406],Bad Fact
100,19,1,[0.72810177],[0.27189823],Bad Fact
100,20,1,[0.1880095],[0.8119905],Bad Fact
100,21,1,[0.74490986],[0.25509014],Bad Fact
100,22,0,[0.85420163],[-0.85420163],Bad Fact
100,23,0,[0.30254496],[-0.30254496],Bad Fact
100,24,1,[0.30922737],[0.69077263],Bad Fact
100,25,0,[0.40423251],[-0.40423251],Bad Fact
100,26,1,[0.81870827],[0.18129173],Good Fact
101,1,0,[0.37236091],[-0.37236091],Bad Fact
101,2,0,[0.19065993],[-0.19065993],Good Fact
101,3,1,[0.64574372],[0.35425628],Bad Fact
101,4,0,[0.39038708],[-0.39038708],Bad Fact
101,5,1,[0.58996711],[0.41003289],Bad Fact
101,6,1,[0.73447241],[0.26552759],Bad Fact
101,7,0,[0.36810902],[-0.36810902],Bad Fact
101,8,0,[0.29586858],[-0.29586858],Bad Fact
101,9,0,[0.32864737],[-0.32864737],Bad Fact
101,10,1,[0.7296321],[0.2703679],Bad Fact
101,11,1,[0.2563404],[0.7436596],Bad Fact
101,12,0,[0.28972603],[-0.28972603],Bad Fact
101,13,1,[0.63326647],[0.36673353],Bad Fact
101,14,0,[0.37366233],[-0.37366233],Bad Fact
101,15,0,[0.39569154],[-0.39569154],Bad Fact
101,16,1,[0.68400898],[0.31599102],Bad Fact
101,17,0,[0.76406018],[-0.76406018],Bad Fact
101,18,1,[0.76437112],[0.23562888],Bad Fact
101,19,1,[0.72959876],[0.27040124],Bad Fact
101,20,1,[0.18734195],[0.81265805],Bad Fact
101,21,1,[0.74748839],[0.25251161],Bad Fact
101,22,0,[0.8554065],[-0.8554065],Bad Fact
101,23,0,[0.30012037],[-0.30012037],Bad Fact
101,24,1,[0.30974661],[0.69025339],Bad Fact
101,25,0,[0.40131728],[-0.40131728],Bad Fact
101,26,1,[0.81771214],[0.18228786],Good Fact
102,1,0,[0.3699155],[-0.3699155],Bad Fact
102,2,0,[0.1924379],[-0.1924379],Good Fact
102,3,1,[0.64816873],[0.35183127],Bad Fact
102,4,0,[0.38874699],[-0.38874699],Bad Fact
102,5,1,[0.58884682],[0.41115318],Bad Fact
102,6,1,[0.73778894],[0.26221106],Bad Fact
102,7,0,[0.36457363],[-0.36457363],Bad Fact
102,8,0,[0.29314279],[-0.29314279],Bad Fact
102,9,0,[0.32697513],[-0.32697513],Bad Fact
102,10,1,[0.73328913],[0.26671087],Bad Fact
102,11,1,[0.25637847],[0.74362153],Bad Fact
102,12,0,[0.28620707],[-0.28620707],Bad Fact
102,13,1,[0.6356986],[0.3643014],Bad Fact
102,14,0,[0.3712123],[-0.3712123],Bad Fact
102,15,0,[0.39377827],[-0.39377827],Bad Fact
102,16,1,[0.68598972],[0.31401028],Bad Fact
102,17,0,[0.76293397],[-0.76293397],Bad Fact
102,18,1,[0.76743442],[0.23256558],Bad Fact
102,19,1,[0.73097542],[0.26902458],Bad Fact
102,20,1,[0.18675129],[0.81324871],Bad Fact
102,21,1,[0.75004969],[0.24995031],Bad Fact
102,22,0,[0.85649528],[-0.85649528],Bad Fact
102,23,0,[0.29772035],[-0.29772035],Bad Fact
102,24,1,[0.3103111],[0.6896889],Bad Fact
102,25,0,[0.39841882],[-0.39841882],Bad Fact
102,26,1,[0.81648169],[0.18351831],Good Fact
103,1,0,[0.36748758],[-0.36748758],Bad Fact
103,2,0,[0.19436972],[-0.19436972],Good Fact
103,3,1,[0.6504893],[0.3495107],Bad Fact
103,4,0,[0.38711995],[-0.38711995],Bad Fact
103,5,1,[0.58765891],[0.41234109],Bad Fact
103,6,1,[0.74101813],[0.25898187],Bad Fact
103,7,0,[0.36104905],[-0.36104905],Bad Fact
103,8,0,[0.29045238],[-0.29045238],Bad Fact
103,9,0,[0.32532756],[-0.32532756],Bad Fact
103,10,1,[0.73690391],[0.26309609],Bad Fact
103,11,1,[0.25647779],[0.74352221],Bad Fact
103,12,0,[0.28278323],[-0.28278323],Bad Fact
103,13,1,[0.6381098],[0.3618902],Bad Fact
103,14,0,[0.36872865],[-0.36872865],Bad Fact
103,15,0,[0.39182259],[-0.39182259],Bad Fact
103,16,1,[0.68789978],[0.31210022],Bad Fact
103,17,0,[0.7616578],[-0.7616578],Bad Fact
103,18,1,[0.77040163],[0.22959837],Bad Fact
103,19,1,[0.73223056],[0.26776944],Bad Fact
103,20,1,[0.1862365],[0.8137635],Bad Fact
103,21,1,[0.75259063],[0.24740937],Bad Fact
103,22,0,[0.85746502],[-0.85746502],Bad Fact
103,23,0,[0.29534504],[-0.29534504],Bad Fact
103,24,1,[0.31092068],[0.68907932],Bad Fact
103,25,0,[0.39553771],[-0.39553771],Bad Fact
103,26,1,[0.81500683],[0.18499317],Good Fact
104,1,0,[0.36507872],[-0.36507872],Bad Fact
104,2,0,[0.19645628],[-0.19645628],Good Fact
104,3,1,[0.65270363],[0.34729637],Bad Fact
104,4,0,[0.38550626],[-0.38550626],Bad Fact
104,5,1,[0.58640524],[0.41359476],Bad Fact
104,6,1,[0.74415494],[0.25584506],Bad Fact
104,7,0,[0.35753989],[-0.35753989],Bad Fact
104,8,0,[0.28780127],[-0.28780127],Bad Fact
104,9,0,[0.32370444],[-0.32370444],Bad Fact
104,10,1,[0.74047311],[0.25952689],Bad Fact
104,11,1,[0.25664085],[0.74335915],Bad Fact
104,12,0,[0.27945785],[-0.27945785],Bad Fact
104,13,1,[0.64049868],[0.35950132],Bad Fact
104,14,0,[0.36621452],[-0.36621452],Bad Fact
104,15,0,[0.38982457],[-0.38982457],Bad Fact
104,16,1,[0.68974029],[0.31025971],Bad Fact
104,17,0,[0.76023158],[-0.76023158],Bad Fact
104,18,1,[0.77326903],[0.22673097],Bad Fact
104,19,1,[0.73336351],[0.26663649],Bad Fact
104,20,1,[0.18579632],[0.81420368],Bad Fact
104,21,1,[0.7551084],[0.2448916],Bad Fact
104,22,0,[0.85831303],[-0.85831303],Bad Fact
104,23,0,[0.29299426],[-0.29299426],Bad Fact
104,24,1,[0.31157492],[0.68842508],Bad Fact
104,25,0,[0.39267428],[-0.39267428],Bad Fact
104,26,1,[0.8132778],[0.1867222],Good Fact
105,1,0,[0.36269039],[-0.36269039],Bad Fact
105,2,0,[0.19869785],[-0.19869785],Good Fact
105,3,1,[0.65481048],[0.34518952],Bad Fact
105,4,0,[0.38390601],[-0.38390601],Bad Fact
105,5,1,[0.58508796],[0.41491204],Bad Fact
105,6,1,[0.74719472],[0.25280528],Bad Fact
105,7,0,[0.35405047],[-0.35405047],Bad Fact
105,8,0,[0.28519299],[-0.28519299],Bad Fact
105,9,0,[0.3221052],[-0.3221052],Bad Fact
105,10,1,[0.74399365],[0.25600635],Bad Fact
105,11,1,[0.2568698],[0.7431302],Bad Fact
105,12,0,[0.27623367],[-0.27623367],Bad Fact
105,13,1,[0.64286401],[0.35713599],Bad Fact
105,14,0,[0.36367303],[-0.36367303],Bad Fact
105,15,0,[0.38778416],[-0.38778416],Bad Fact
105,16,1,[0.69151291],[0.30848709],Bad Fact
105,17,0,[0.75865574],[-0.75865574],Bad Fact
105,18,1,[0.77603338],[0.22396662],Bad Fact
105,19,1,[0.73437411],[0.26562589],Bad Fact
105,20,1,[0.1854292],[0.8145708],Bad Fact
105,21,1,[0.75760047],[0.24239953],Bad Fact
105,22,0,[0.85903681],[-0.85903681],Bad Fact
105,23,0,[0.29066758],[-0.29066758],Bad Fact
105,24,1,[0.31227308],[0.68772692],Bad Fact
105,25,0,[0.3898287],[-0.3898287],Bad Fact
105,26,1,[0.8112853],[0.1887147],Good Fact
106,1,0,[0.3603239],[-0.3603239],Bad Fact
106,2,0,[0.20109405],[-0.20109405],Bad Fact
106,3,1,[0.65256401],[0.34743599],Bad Fact
106,4,0,[0.37950636],[-0.37950636],Bad Fact
106,5,1,[0.58014122],[0.41985878],Bad Fact
106,6,1,[0.74797817],[0.25202183],Bad Fact
106,7,0,[0.34707174],[-0.34707174],Bad Fact
106,8,0,[0.27887409],[-0.27887409],Bad Fact
106,9,0,[0.3171717],[-0.3171717],Bad Fact
106,10,1,[0.74632283],[0.25367717],Bad Fact
106,11,1,[0.2537613],[0.7462387],Bad Fact
106,12,0,[0.26998105],[-0.26998105],Bad Fact
106,13,1,[0.64424711],[0.35575289],Bad Fact
106,14,0,[0.35930556],[-0.35930556],Bad Fact
106,15,0,[0.38401175],[-0.38401175],Bad Fact
106,16,1,[0.69158611],[0.30841389],Bad Fact
106,17,0,[0.75673747],[-0.75673747],Bad Fact
106,18,1,[0.77846303],[0.22153697],Bad Fact
106,19,1,[0.73499684],[0.26500316],Bad Fact
106,20,1,[0.18302886],[0.81697114],Bad Fact
106,21,1,[0.75914271],[0.24085729],Bad Fact
106,22,0,[0.85944242],[-0.85944242],Bad Fact
106,23,0,[0.28642573],[-0.28642573],Bad Fact
106,24,1,[0.31053514],[0.68946486],Bad Fact
106,25,0,[0.38542538],[-0.38542538],Bad Fact
106,26,1,[0.80934705],[0.19065295],Good Fact
107,1,0,[0.35656685],[-0.35656685],Bad Fact
107,2,0,[0.2005135],[-0.2005135],Bad Fact
107,3,1,[0.65405328],[0.34594672],Bad Fact
107,4,0,[0.37651256],[-0.37651256],Bad Fact
107,5,1,[0.57825899],[0.42174101],Bad Fact
107,6,1,[0.75079594],[0.24920406],Bad Fact
107,7,0,[0.34202622],[-0.34202622],Bad Fact
107,8,0,[0.27450912],[-0.27450912],Bad Fact
107,9,0,[0.31383926],[-0.31383926],Bad Fact
107,10,1,[0.75003955],[0.24996045],Bad Fact
107,11,1,[0.25161185],[0.74838815],Bad Fact
107,12,0,[0.26562679],[-0.26562679],Bad Fact
107,13,1,[0.64741137],[0.35258863],Bad Fact
107,14,0,[0.35573761],[-0.35573761],Bad Fact
107,15,0,[0.38086747],[-0.38086747],Bad Fact
107,16,1,[0.69297915],[0.30702085],Bad Fact
107,17,0,[0.75555308],[-0.75555308],Bad Fact
107,18,1,[0.7814331],[0.2185669],Bad Fact
107,19,1,[0.73626256],[0.26373744],Bad Fact
107,20,1,[0.18113087],[0.81886913],Bad Fact
107,21,1,[0.7615116],[0.2384884],Bad Fact
107,22,0,[0.86014663],[-0.86014663],Bad Fact
107,23,0,[0.28315984],[-0.28315984],Bad Fact
107,24,1,[0.30932717],[0.69067283],Bad Fact
107,25,0,[0.38157986],[-0.38157986],Bad Fact
107,26,1,[0.80773598],[0.19226402],Good Fact
108,1,0,[0.3535084],[-0.3535084],Bad Fact
108,2,0,[0.20050383],[-0.20050383],Bad Fact
108,3,1,[0.65629488],[0.34370512],Bad Fact
108,4,0,[0.37386615],[-0.37386615],Bad Fact
108,5,1,[0.5771834],[0.4228166],Bad Fact
108,6,1,[0.75392456],[0.24607544],Bad Fact
108,7,0,[0.33746809],[-0.33746809],Bad Fact
108,8,0,[0.27067959],[-0.27067959],Bad Fact
108,9,0,[0.31094912],[-0.31094912],Bad Fact
108,10,1,[0.75392823],[0.24607177],Bad Fact
108,11,1,[0.24988276],[0.75011724],Bad Fact
108,12,0,[0.26187565],[-0.26187565],Bad Fact
108,13,1,[0.65072887],[0.34927113],Bad Fact
108,14,0,[0.35235757],[-0.35235757],Bad Fact
108,15,0,[0.37786188],[-0.37786188],Bad Fact
108,16,1,[0.69470683],[0.30529317],Bad Fact
108,17,0,[0.75450997],[-0.75450997],Bad Fact
108,18,1,[0.78445988],[0.21554012],Bad Fact
108,19,1,[0.73762664],[0.26237336],Bad Fact
108,20,1,[0.17950178],[0.82049822],Bad Fact
108,21,1,[0.76406815],[0.23593185],Bad Fact
108,22,0,[0.86083369],[-0.86083369],Bad Fact
108,23,0,[0.28020755],[-0.28020755],Bad Fact
108,24,1,[0.30840631],[0.69159369],Bad Fact
108,25,0,[0.37790427],[-0.37790427],Bad Fact
108,26,1,[0.80605261],[0.19394739],Good Fact
109,1,0,[0.35073334],[-0.35073334],Bad Fact
109,2,0,[0.20086052],[-0.20086052],Bad Fact
109,3,1,[0.65862295],[0.34137705],Bad Fact
109,4,0,[0.37134432],[-0.37134432],Bad Fact
109,5,1,[0.57635757],[0.42364243],Bad Fact
109,6,1,[0.75699402],[0.24300598],Bad Fact
109,7,0,[0.33309003],[-0.33309003],Bad Fact
109,8,0,[0.26708331],[-0.26708331],Bad Fact
109,9,0,[0.30825007],[-0.30825007],Bad Fact
109,10,1,[0.7577449],[0.2422551],Bad Fact
109,11,1,[0.24843597],[0.75156403],Bad Fact
109,12,0,[0.25842532],[-0.25842532],Bad Fact
109,13,1,[0.65390419],[0.34609581],Bad Fact
109,14,0,[0.34903476],[-0.34903476],Bad Fact
109,15,0,[0.37488911],[-0.37488911],Bad Fact
109,16,1,[0.69652748],[0.30347252],Bad Fact
109,17,0,[0.75344489],[-0.75344489],Bad Fact
109,18,1,[0.78741625],[0.21258375],Bad Fact
109,19,1,[0.73894434],[0.26105566],Bad Fact
109,20,1,[0.17807087],[0.82192913],Bad Fact
109,21,1,[0.76665947],[0.23334053],Bad Fact
109,22,0,[0.86142285],[-0.86142285],Bad Fact
109,23,0,[0.27740802],[-0.27740802],Bad Fact
109,24,1,[0.30770137],[0.69229863],Bad Fact
109,25,0,[0.3743157],[-0.3743157],Bad Fact
109,26,1,[0.8041817],[0.1958183],Good Fact
110,1,0,[0.34811478],[-0.34811478],Bad Fact
110,2,0,[0.20151699],[-0.20151699],Bad Fact
110,3,1,[0.66088262],[0.33911738],Bad Fact
110,4,0,[0.36890267],[-0.36890267],Bad Fact
110,5,1,[0.57561372],[0.42438628],Bad Fact
110,6,1,[0.75992681],[0.24007319],Bad Fact
110,7,0,[0.3288284],[-0.3288284],Bad Fact
110,8,0,[0.26365571],[-0.26365571],Bad Fact
110,9,0,[0.3056847],[-0.3056847],Bad Fact
110,10,1,[0.76145018],[0.23854982],Bad Fact
110,11,1,[0.24722381],[0.75277619],Bad Fact
110,12,0,[0.25519099],[-0.25519099],Bad Fact
110,13,1,[0.65691637],[0.34308363],Bad Fact
110,14,0,[0.34574167],[-0.34574167],Bad Fact
110,15,0,[0.37192507],[-0.37192507],Bad Fact
110,16,1,[0.69836754],[0.30163246],Bad Fact
110,17,0,[0.75229865],[-0.75229865],Bad Fact
110,18,1,[0.79025893],[0.20974107],Bad Fact
110,19,1,[0.74016594],[0.25983406],Bad Fact
110,20,1,[0.17680623],[0.82319377],Bad Fact
110,21,1,[0.76924043],[0.23075957],Bad Fact
110,22,0,[0.86188777],[-0.86188777],Bad Fact
110,23,0,[0.27471176],[-0.27471176],Bad Fact
110,24,1,[0.30718105],[0.69281895],Bad Fact
110,25,0,[0.37079533],[-0.37079533],Bad Fact
110,26,1,[0.80207769],[0.19792231],Good Fact
111,1,0,[0.34559831],[-0.34559831],Bad Fact
111,2,0,[0.20244004],[-0.20244004],Bad Fact
111,3,1,[0.66303228],[0.33696772],Bad Fact
111,4,0,[0.36653296],[-0.36653296],Bad Fact
111,5,1,[0.57488247],[0.42511753],Bad Fact
111,6,1,[0.76270728],[0.23729272],Bad Fact
111,7,0,[0.32467026],[-0.32467026],Bad Fact
111,8,0,[0.26038131],[-0.26038131],Bad Fact
111,9,0,[0.30323593],[-0.30323593],Bad Fact
111,10,1,[0.7650444],[0.2349556],Bad Fact
111,11,1,[0.24622122],[0.75377878],Bad Fact
111,12,0,[0.2521384],[-0.2521384],Bad Fact
111,13,1,[0.65979126],[0.34020874],Bad Fact
111,14,0,[0.34247304],[-0.34247304],Bad Fact
111,15,0,[0.36896307],[-0.36896307],Bad Fact
111,16,1,[0.70019582],[0.29980418],Bad Fact
111,17,0,[0.75104293],[-0.75104293],Bad Fact
111,18,1,[0.79296838],[0.20703162],Bad Fact
111,19,1,[0.74126905],[0.25873095],Bad Fact
111,20,1,[0.17568755],[0.82431245],Bad Fact
111,21,1,[0.7717921],[0.2282079],Bad Fact
111,22,0,[0.86221679],[-0.86221679],Bad Fact
111,23,0,[0.27209654],[-0.27209654],Bad Fact
111,24,1,[0.30682508],[0.69317492],Bad Fact
111,25,0,[0.36733736],[-0.36733736],Bad Fact
111,26,1,[0.79971607],[0.20028393],Bad Fact
112,1,0,[0.35055554],[-0.35055554],Bad Fact
112,2,0,[0.20519124],[-0.20519124],Bad Fact
112,3,1,[0.67728171],[0.32271829],Bad Fact
112,4,0,[0.36785072],[-0.36785072],Bad Fact
112,5,1,[0.58558139],[0.41441861],Bad Fact
112,6,1,[0.77207972],[0.22792028],Bad Fact
112,7,0,[0.32427969],[-0.32427969],Bad Fact
112,8,0,[0.26042881],[-0.26042881],Bad Fact
112,9,0,[0.30404837],[-0.30404837],Bad Fact
112,10,1,[0.77316321],[0.22683679],Bad Fact
112,11,1,[0.24687619],[0.75312381],Bad Fact
112,12,0,[0.2519095],[-0.2519095],Bad Fact
112,13,1,[0.66613833],[0.33386167],Bad Fact
112,14,0,[0.34116618],[-0.34116618],Bad Fact
112,15,0,[0.36805865],[-0.36805865],Bad Fact
112,16,1,[0.70736085],[0.29263915],Bad Fact
112,17,0,[0.75517144],[-0.75517144],Bad Fact
112,18,1,[0.7998213],[0.2001787],Bad Fact
112,19,1,[0.74698774],[0.25301226],Bad Fact
112,20,1,[0.17496801],[0.82503199],Bad Fact
112,21,1,[0.77774883],[0.22225117],Bad Fact
112,22,0,[0.86572457],[-0.86572457],Bad Fact
112,23,0,[0.2710256],[-0.2710256],Bad Fact
112,24,1,[0.30750795],[0.69249205],Bad Fact
112,25,0,[0.3651421],[-0.3651421],Bad Fact
112,26,1,[0.80289198],[0.19710802],Good Fact
113,1,0,[0.34352281],[-0.34352281],Bad Fact
113,2,0,[0.2045892],[-0.2045892],Bad Fact
113,3,1,[0.67132812],[0.32867188],Bad Fact
113,4,0,[0.36300417],[-0.36300417],Bad Fact
113,5,1,[0.5781414],[0.4218586],Bad Fact
113,6,1,[0.77032922],[0.22967078],Bad Fact
113,7,0,[0.31673538],[-0.31673538],Bad Fact
113,8,0,[0.25414924],[-0.25414924],Bad Fact
113,9,0,[0.29908705],[-0.29908705],Bad Fact
113,10,1,[0.77357388],[0.22642612],Bad Fact
113,11,1,[0.24488988],[0.75511012],Bad Fact
